city,description,image_count,latitude,longitude,property_id,property_name,property_type,room_price,room_types,service_value,acceptance_rate,response_time,adult_occupancy,child_occupancy,AC,Newspaper,Parking,WiFi,Card Payment,Elevator,Pickup & Drop,Free Breakfast,Veg Only,Bar,Laundry
Coimbatore,"What should you know? Sri NA Residency is ideal for family vacationers and leisure travellers. It provides facilities like 24-hour front desk, security, wifi access in lobby, outdoor parking, and travel desk. This property offers accommodation in rooms that come with privileges like 24-hour room service, air-conditioning, hot and cold water, cable television, almirah, telephone facility, daily housekeeping, and doctor-on-call. The residency provides an in-house kitchen that serves a variety of local and regional dishes.Why should you stay here? This property is convenient for visitors as it is 110m from SITRA Bus Stop and 1 km from Coimbatore International Airport.",7.0,11.0394793,77.0394058,42416,Sri NA Residency,Hotel,1113.0,Double Non-A/C Rooms,Not Verified,100,> 24 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
New Delhi,This property is near metro station and in a good location .,12.0,28.5584488,77.2029343,106010,Rainbow Residency,Hotel,3334.0,Single Standard Room,Not Verified,100,< 6 hours,1.0,0.0,True,False,False,True,False,False,False,True,False,False,False
Chittaurgarh,,13.0,24.887472199999998,74.6368561,68710,Ganesh Guest House,House,700.0,Double Non-A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,False,True,False,False,False,False,True,False,True,False,False
Kovalam,"Located within walking distance from Lighthouse Beach, Gokulam Homestay has well-appointed air-conditioned and non air-conditioned rooms that are equipped with all basic amenities. The homestay also houses a kitchen where guests can cook a meal or dine on the dishes served at the facility. The rooms are spacious and clean and well groomed with lovely lighting, cosy and comfortable bedding and clean linens. Other facilities offered at the homestay include laundry services, Ayurveda treatments, yoga classes, free Wi-Fi, and power backup. The homestay is located 3.3 km from Kovalam Bus Depot, 13.4 km from Thiruvananthapuram Central Railway Station, and 16 km from Trivandrum International Airport.The stay being in proximity to the beach, gives you a great advantage of visit the beach whenever you want to and have a gala of your time doing several water sports and activities or simply sitting by the beach and gazing at the vast blue sky and the mesmerising sea in front of you.",2.0,8.3844681,76.98156740000002,70560,Gokulam Homestay,Homestay,1600.0,Double Non-A/C Rooms,Verified,100,< 6 hours,2.0,2.0,True,False,True,False,False,False,False,False,False,False,False
Chittorgarh,Nice classy and very modern property all the facilities are available in the property,8.0,24.875101100000002,74.6180801,112756,Vandana Homestay,Homestay,945.0,Standard Room,Verified,100,< 6 hours,2.0,1.0,True,False,False,False,False,False,False,True,False,False,False
New Delhi,8 kms to Indira Gandhi international Airport 13 kms to new delhi railway station 8 kms to India gate walkable distance to green park metro station,,28.5586796,77.2081833,112088,Mishra ji Guest house,House,756.0,standard room,Not Verified,100,< 6 hours,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False
New Delhi,16 kms to New delhi railway station 19 Kms to Indira Gandhi International Airport2 kms to Sarita Vihar Metro Station 17 kms to India Gate,2.0,28.527957899999997,77.2897873,112570,Om Palace,Hotel,1134.0,standard Room,Not Verified,100,< 6 hours,2.0,0.0,False,False,False,True,False,False,False,False,False,False,False
Coimbatore,"What should you know? Sri Murugan Residency is located at the heart of Coimbatore city offering comfort and excellent services to all its guests. The hotel has a total of 21 well-furnished rooms with all modern facilities. It offers free internet access, currency exchange, and taxi services. The in-house restaurant offers well-cooked dishes to guests. Sri Murugan Residency is located close to several places of travel importance such as Grass forest museum, Tanjore art gallery, GD Naidu museum, and the Botanical garden.Why should you stay here? Being in close proximity with several crucial places, Sri Murugan Residency offers lot of activities and has easy access to make travelling hassle-free.",,11.040176400000002,77.04039759999999,19235,Sri Murugan Residency,Hotel,2656.0,Executive Single,Not Verified,100,< 6 hours,1.0,2.0,False,True,False,False,False,False,False,False,False,False,False
New Delhi,"We take pride in introducing ourselves as specialist in hospitality industry for the past two decades. With great pleasure, we announce the imminent opening of our long awaited Hotel Thirty three a premium addition to even up market South Delhis ambience with an extremely accessible location on the SIRI FORT ROAD, facing 50 acres of lush green land. Hotel Thirty three stands for the finest decor, comfort and all these at prices that will make you want to extend your stay!Be it in the choice of the colour scheme, the opulent luxury of the furnishing, the elegant bathrooms fittings, or even the thoughtful personalized touches whether you are an eager tourist, a weary business traveler or just taking a weekend break. Thirty three is the best place to stay in.",12.0,28.555217699999996,77.2233963,20091,Thirty Three - Boutique Hotel,Hotel,2778.0,Day Use Room(9AM - 5PM),Not Verified,100,< 6 hours,1.0,2.0,False,True,True,True,False,True,False,False,False,False,False
New Delhi,This property is 21 kms from Airport 16 kms from New Delhi Railway Station 2.6 kms Sarita vihar Metro station 2.2 kms sarita vihar metro depot 3.2 kms Jasola Apolla14.7 kms C P,1.0,28.530881899999997,77.314743,111616,Baba Guest House,House,1889.0,Standard Room,Not Verified,100,< 6 hours,2.0,0.0,True,False,False,True,False,False,False,False,False,False,False
New Delhi,"What should you know? This deluxe hotel is situated in Anand Niketan, the center of south Delhi. It has elegantly appointed rooms and offers all necessary facilities for the business or casual traveller. The hotel is situated at a distance of about 16 km from the airport and just 1.8 km from Dhaula Kuan Metro Station. The rooms have attached baths with hot and cold running water, piped music, direct-dial phone, satellite TV, and a mini refrigerator. Wi-Fi internet, fax, and other business facilities are available in public areas in the hotel. It has four categories of rooms, and a restaurant. The restaurant, The Mughal Room, offers a range of tandoori and Mughlai dishes.Why should you stay here? Hotel Ashoka Palace is situated in Anand Niketan and offers proximity to all the commercial and diplomatic centres in the city.",3.0,28.5754395,77.1604767,29361,Hotel Ashoka Palace,Hotel,3334.0,Day Use Room (9 am - 8 pm),Not Verified,100,< 6 hours,1.0,2.0,True,True,True,True,True,False,False,False,False,False,False
New Delhi,"What should you know? Hotel Oakland is located in South Delhi, near Nehru Place. The hotel has 30 elegantly furnished rooms and two conference centres that cater to business needs. The hotel provides a range of satisfactory services like doctor-on-call, 24-hour taxi service, Wi-Fi, 24-hour power backup, laundry service, travel assistance, and foreign exchange facility. The nearest tourist destinations include ISKCON Temple and Lotus Temple, which are within 2 km radius of the hotel.Why should you stay here? The hotel is located 15 km away from New Delhi Railway Station and 17 km away from Indira Gandhi International Airport. It is close to the IT hub of Delhi, and ideal for business travelers.",5.0,28.5467224,77.2484131,29101,Hotel Oakland,Hotel,2667.0,Executive A/c Single,Not Verified,100,< 6 hours,1.0,2.0,True,True,True,True,False,False,False,False,False,False,False
Chittorgarh,Nice Fully Furnished home beautifully constructed with all the modern facilities.,6.0,24.875101100000002,74.6180801,112752,Homestay,Homestay,945.0,Standard Room,Not Verified,100,< 6 hours,2.0,1.0,True,False,False,False,False,False,False,True,False,False,False
New Delhi,"What should you know? Located about 13 km from Indira Gandhi International Airport is the 3-star Hotel Bellvue. Traditional hospitality coupled with contemporary services set this hotel apart from its peers. The hotel houses lavish rooms that are equipped with a colour television, air-conditioning, a tea/coffee maker, an intercom, a telephone, internet, and an attached bathroom. Essential services that are provided consist of airport/railway station transfers, doctor-on-call, parking facility, car rental, laundry, FAX and copier facility, and 24-hour room service. Places of interest near the hotel include Darya Ganj, Pahar Ganj, Karol Bagh, Kalkaji Devi, Lajpat Nagar Central Market, Moolchand Hospital, Red Fort, and Qutub Minar.Why should you stay here? The hotel is proximal to various vantage points and transportation hubs and is thus ideal for both business and leisure travellers.",10.0,28.5654278,77.239296,36786,Hotel Bellvue,Hotel,4216.0,Deluxe A/c Single,Not Verified,100,< 6 hours,1.0,2.0,True,True,True,True,True,False,False,False,False,False,False
New Delhi,"What should you know? J S Inn is located in an upmarket Vasant Vihar. The rooms in the hotel are very well kept and its location is perfect for people who want to visit the various historic places in Delhi. It is a suitable choice for business or leisure trips to Delhi. The rooms are luxurious, and the staff ensure that they take care of all guest needs. It is 6 km away from the nearest airport and 13 km away from Nizamuddin Railway Station.Why should you stay here? It is located just 15 mins away from the domestic and international airports.",4.0,28.5651436,77.1607819,29277,J S Inn,Hotel,5219.0,Deluxe A/c Single Bed,Not Verified,100,< 6 hours,1.0,2.0,True,True,True,True,False,False,False,False,False,False,False
Coimbatore,"What should you know? The apartment is located on Kalapatti Road in Coimbatore. It offers facilities like a spacious bathroom, refrigerator, microwave oven, well-equipped and modern kitchen, electronic keycard access, hairdryer, in-room electronic safe, telephone with direct dialing facility, LED TV, home entertainment systems, air-conditioning, free Wi-Fi internet access, private balcony, welcome amenities, and shaving mirrors. This is a property that is integrated with bedroom, kitchen, dining, and living areas. Other amenities include car parking space, doctor-on-call, free pickup and drop from airport, dry cleaning and laundry service, room service, complimentary buffet breakfast and dinner, daily housekeeping services, 24-hour reception/concierge, and an all-day vegetarian restaurant.Why should you stay here? It offers home like comfort to its guests and comes with good amenities and impeccable service.",44.0,11.045494099999999,77.0394287,72392,Challenger Residency Service Apartment,Apartment,7247.0,5 Bedded Flat Room,Not Verified,100,< 6 hours,5.0,2.0,False,True,False,False,False,False,False,True,False,False,False
New Delhi,"What should you know? Hotel Waterfall, situated on Outer Ring Road in New Delhi, offers a host of modern amenities for its guests like free Wi-Fi access, 24-hour front desk, dry-cleaning and laundry, 24-hour room service, free parking, luggage storage facility, banquet/meeting place, and a tour desk. All its 19 rooms are tastefully decorated and come with air conditioning. Other room amenities include private bathrooms with free toiletries and a shower, desk and a flat screen television set with satellite channels. The hotel also boasts of an in-house restaurant that offers Continental and Indian cuisine, and has a coffee shop as well. Why should you stay here? It is located just 14 km away from the famous Connaught Place. The Indira Gandhi International Airport, the Maharana Pratap Bus Station, and the New Delhi Railway Station are close by.",10.0,28.6675606,77.0930634,41082,Hotel Waterfall,Hotel,4178.0,Deluxe A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,False,True,True,True,True,False,False,False,False,False
Chittorgarh,,5.0,24.867403,74.62310790000001,68756,Shri Sai Nath Guest House(AS),House,278.0,Air Cooled Single Room,Not Verified,100,< 6 hours,1.0,2.0,True,True,False,False,False,False,False,False,False,False,False
New Delhi,"What should you know? This hotel is situated in Mahipalpur. It offers facilities like a front desk, wi-fi access, tour desk, airport transfer, parking facility, currency exchange facility, laundry service, and business centre. Spread across 4 floors, this property offers accommodation in 20 rooms that come with in-rooms amenities like air-conditioning, attached bathroom, hot and cold water supply, safety deposit box, hairdryer, telephone facility, cable television, newspaper, and housekeeping. The hotel does not provide an in-house multi-cuisine restaurant but guests can dine in the nearby eating joints.Why should you stay here? Here, guests can have a comfortable stay and they can also explore key tourist places like Red Fort, Jama Masjid, Akshardham Temple, Humayuns Tomb, Qutub Minar, India gate, and Lotus Temple.",3.0,28.544199,77.1159821,72678,Hotel Airport Land,Hotel,1334.0,Double A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
New Delhi,nice property very silent place bus stand / auto stand on walkable distance metro station is within 1 km restaurant / pastry shop / gym is on walkable distance,,28.537420299999997,77.2597275,109760,Luxury Service Apartment,Apartment,1889.0,Studio Room,Verified,100,< 6 hours,2.0,0.0,True,False,True,True,False,True,False,True,False,False,False
Chittorgarh,Our Hotel is a business class hotel conveniently located close to the heart of the city and the main tourist attractions of Chittorgarh. The detached building of the hotel has benn historic built. The atrium adds to the classic style of the interior. The unusual combination of yellow Red and Pink colors creates warm and cozy atmosphere.Comfortable rooms are spacious and light designed in different colors.The hotel also offers a convenient conference area and modern equipment suitable for all types of the events.Hotel Ratan palace is located in the heart of the city of Chittorgarh. At the centre of the most commercial and colourful spot in Rajasthan. It is sorrounded by small shops with traditional materials for the Rajasthani cuisine. Hotel Ratan palace is the ideal choice for ones stay.,4.0,24.672121,74.393898,79468,Hotel Ratan Palace,Hotel,1556.0,Double A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,True,True,False,False,False,False,False,True,False,False
New Delhi,"What should you know? Fortune Park DJ Avenue offers 21 AC rooms with workstations, LCD TV, mini bar, in-room safe, and wi-fi. The amenities provided by the hotel are travel assistance, room service, medical services, and 24-hour currency exchange. Payment at the hotel is by cash and card. There is a banquet hall and in-house multi-cuisine restaurant here. Hotel facilities include a business centre with meeting rooms and audio-visual equipment. The hotel serves as a venue for weddings and other social gatherings, as well as for business events. Fortune Park DJ Avenue is located on the Mehrauli –Gurgaon road, enabling easy access between Delhi and Gurgaon.Why should you stay here? Fortune Park DJ Avenue is a business-cum-leisure hotel, which scores on its great location.",8.0,28.4914303,77.1423035,41706,Fortune Park DJ Avenue-Ghitorni,Hotel,6969.0,Standard A/c Single Bed,Not Verified,100,< 6 hours,1.0,2.0,True,True,True,True,True,True,False,False,False,True,False
New Delhi,12 kms to Indira Gandhi International Airport 11.8 kms to New Delhi Railway Station 7.5 Kms to India Gate,,28.5428238,77.2395477,112778,V Y Lodging,Hotel,8889.0,A/C Suites,Not Verified,100,< 6 hours,2.0,0.0,True,False,False,True,False,False,False,False,False,False,False
New Delhi,"Situated on the outskirts of New Delhi,the Country Inn and Suites Delhi Satbari offers high quality accommodation with convenient amenities. Located on Chatarpur Road, providing easy access to Delhi, Gurgaon and Faridabad, our Delhi hotel offers wireless Internet access, multiple dining outlets, modern meeting facilities, an on-site health club and a level of personalised service not found at other New Delhi hotels.",10.0,28.4726353,77.1888885,21175,Country Inn And Suites Satbari,Hotel,4334.0,Superior A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,True,True,True,True,True,False,False,False,False,False
New Delhi,1 km to Malviya nagar Metro station 14 kms to New delhi Railway Station 12 kms to Indira Gandhi Airport 10.7 kms to India Gate,2.0,28.530817,77.21680450000001,111630,Ahuja Paying Guest,Hotel,8500.0,standard Room,Verified,100,< 6 hours,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False
New Delhi,"WHERE IT IS: Karol Bagh, New Delhi NEAREST LANDMARK: Next to Corporation BankWHAT YOU SHOULD KNOW: A clean and well maintained budget hotel in the busy locale of Karol Bagh, this hotel has quieter rooms that face away from the road. Ask the taxi or auto driver to take you to the Gurdwara (Sikh Temple) to make the hotel easier to find in the crowded vicinity. Rooms are compact but clean and comfortable.The friendly staff extends all assistance, including arranging day trips in and around Delhi, like to Jaipur and Agra, for instance. The restaurant serves good food and there are many other dining options accessible around the neighbourhood. Access to metro, and the busy Karol Bagh Market make this a convenient choice.WHY YOU SHOULD STAY HERE: For a good value for money experience in the heart of the shopping area.",20.0,28.6485786,77.19409940000001,13028,Hotel Sri Nanak Continental,Hotel,1983.0,Double Deluxe @ offer Price 1990,Not Verified,100,< 6 hours,2.0,2.0,False,True,True,True,True,False,False,False,False,True,False
New Delhi,"What should you know? Hotel Sri Krishna Palace is located strategically in the East of Kailash, in the heart of South Delhi. The hotel provides well-appointed and elegantly furnished rooms. It offers a host of amenities for its guests like valet parking, laundry service, doctor-on-call, car rental services, and more.Why should you stay here? The hotel is conveniently located is well-connected to both the domestic airport (15 km) and international airport (16.3 km). The hotel is located in close proximity to some of the prime tourist attractions in New Delhi like Lotus Temple (3.1 km), ISKCON Temple (0.5 km), and International Trade Towers (3.6 km).",6.0,28.556325899999997,77.24923709999999,42426,Hotel Sri Krishna Palace,Hotel,1467.0,Regular A/c Single,Not Verified,100,18 hours,1.0,2.0,True,True,True,True,True,False,False,False,False,False,False
Chittorgarh,Its in the peaceful location and full of small trees in the near by and you can feel the peace there,5.0,24.875101100000002,74.6180801,112750,Gopal Home,Hotel,945.0,Standard Room,Not Verified,100,< 6 hours,2.0,0.0,False,False,False,False,False,False,False,True,False,False,False
New Delhi,"What should you know? Madonna Hotel provides a peaceful stay. It offers basic amenities like Wi-Fi internet access, car rental, babysitting service, fax services, facilities for the physically challenged, secretarial services, sightseeing, business centre, doctor-on-call, travel desk, safe deposit lockers, and parking facility for the patrons. The hotel has rooms like Super Deluxe, Luxury Deluxe, and Classic Deluxe rooms along with Madonna Deluxe Suites. The hotel is 13 km from Indira Gandhi International Airport and 13 km from Nizamuddin Railway Station.Why should you stay here? The hotel has abundant amenities and is in close proximity to Connaught Place which is a commercial hub for the guests to visit.",5.0,28.639919300000003,77.1842728,42156,Madonna Hotel,Hotel,2362.0,Deluxe A/c Double Room,Not Verified,100,< 6 hours,1.0,2.0,True,True,True,True,True,True,False,False,False,False,False
New Delhi,"What should you know? Millenium Residency is a budget hotel located in Dwarka, Delhi. It provides various facilities like room service, color television, conference hall, business center, data port, doctor-on-call, filtered water, wake-up call services, taxi hire services, chargeable laundry services, 24 hour hot/cold water, and safe deposit locker. It hosts 27 rooms that are categorized into 2 categories to accommodate the guests. It is 10 km from Delhi Airport. It has hotel facilities as well as separate boys and girls hostel.Why should you stay here? It is an affordable accommodation for people visiting Delhi.",8.0,28.597757300000005,77.06257629999999,41678,Millenium Residency,Hotel,1667.0,Deluxe AC Double Room,Not Verified,100,< 6 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
Jaipur,"What should you know?Anchal Guest House is budget accomodation in Jaipur that offers well-maintained rooms in both the AC and Non-AC categories. Amenities that are provided include cable television, daily laundry, and doctor-on-call facility. Jantar Mantar is located at a distance of 7.6 km and Hawa Mahal is 9.9 km away from the hotel. Jaipur International Airport is situated at a distance of 9.9 km from the hotel. Why should you stay here?Anchal guest House is located in a well-connected area, close to popular sightseeing locations like Jantar Mantar and Hawa Mahal.",1.0,26.5856342,75.9231033,46326,Anchal Guest House,House,800.0,Double Non-A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,False,False,False,False,False,False,False,True,False,False
New Delhi,What should you know?Why should you stay here? Kalra Paying Guest - East of Kailash is a cosy guesthouse that offers a peaceful atmosphere and all fundamental amenities for a comfortable stay.,2.0,28.559129700000003,77.25057220000001,47064,Kalra Paying Guest - East of Kailash,Hotel,872.0,Double Non A/c Without Bathroom,Not Verified,100,< 6 hours,2.0,2.0,False,False,False,True,False,False,False,False,True,False,False
New Delhi,,4.0,28.524726899999997,77.0836639,83998,Airport Hotel Grand,Hotel,3328.0,Deluxe Double,Not Verified,100,< 6 hours,2.0,2.0,False,True,False,False,True,False,True,False,True,True,False
New Delhi,,6.0,28.6554337,77.16289520000001,79974,Gulzar Hotel,Hotel,445.0,Single Non-A/C Rooms,Not Verified,100,< 6 hours,1.0,1.0,False,True,True,False,False,False,False,False,False,False,False
Rajsamand,"What should you know? The hotel is an inexpensive accommodation facility. Some of the services provided include a conference hall with a capacity of 100 persons, doctor-on-call, 24-hour room service, 24-hour check-out, parking, and laundry. The hotel houses 12 rooms, which have basic amenities that include a TV and a telephone. The in-house restaurant offers South Indian and Punjabi cuisines. It is located 29 km from Nathdwara Railway Station, 2.9 km from Kankroli Bus Stand, and 67 km from Maharana Pratap Airport.Why should you stay here? The hotel has proximity to points of interest such as Annapurna Mataji Temple, Bacheri Naka, Rajsamand Lake, Annapurna Mataji Temple, Sreenathji Nathdwara, and Dayalshah Fort.",,24.672735199999998,74.3935547,58016,Ratan Palace Hotel,Hotel,667.0,Ordinery Non A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,False,True,False,False,False,False,False,False,False,False
Chittorgarh,"What should you know? Hotel Shivam Fort View has 21 rooms categorised as Super Deluxe Rooms and Suites. They have amenities like air-conditioner, LCD television, attached bathroom with hot and cold water, wifi, tea/coffee maker, telephone and room service. Other facilities offered are doctor-on-call, STD/ISD, power backup, laundry, car rental, travel desk, ticket reservation, currency exchange, and credit card payment. They have an in-house roof-top multi-cuisine restaurant, and an AC dining hall. There are conference and banquet halls. The hotel also arranges, on request, Rajasthani folk dances and music performances. Why should you stay here? Tourists can visit places like Meera Temple, Kalika Mata Temple, Jaimal and Patta’s Palace, Sita Mata Sanctuary, Government Museum, Minal, Joganiya Mata, Bassi Wildlife Sanctuary, Matri Kundiya Temple, Nagri, Bijaipur, Deogarh, and Shani Maharaj Temple.",30.0,24.8849182,74.6214981,37914,Hotel Shivam Fort View,Hotel,867.0,Day Use Room(6am - 12pm),Not Verified,100,< 6 hours,2.0,2.0,True,True,True,True,True,False,False,False,False,False,False
Thiruvananthapuram,Lodge which offers budget stay & ayurvedic treatments,9.0,8.384126700000001,76.98086550000001,110728,Anithas Garden Stay,Hotel,2393.0,Double A/C Rooms,Not Verified,100,< 6 hours,2.0,1.0,True,False,True,True,False,False,True,True,False,False,False
New Delhi,7 kms to India Gatewalkable distance to Green park MetroStation6.5 kms to Hazrat Nizamuddin railway station 9.7 kms to New delhi railway Station 9 kms to Indira Gandhi International Airport,,28.5586796,77.2081833,112082,Chandu Inn,Hotel,662.0,Standard Room,Not Verified,100,< 6 hours,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Chittorgarh,"What should you know? This hotel is strategically located on the Udaipur Highway on Diamond Circle of Chittorgarh. The rooms of this hotel are fully air-conditioned and well-maintained. The amenities offered by this hotel are 24-hour room service, ample parking space, AC dining hall, conference halls with projectors, tour assistance, childrens park, 24-hour front desk, open garden restaurant, banquet facilities, and wedding facilities. In-room amenities offered by the hotel include running hot/cold water, laundry service, doctor-on-call, housekeeping, writing desk, cable TV, attached bathrooms with modern toiletries, power back-up, and direct telephoning. This hotel is 7.7 km away from Chittorgarh Railway station and 182 km away from Bus Stand.Why should you stay here? Few of the holy places in the vicinity of this hotel are Brahma Temple, Nareli Jain Temple, and Sundha Mata Temple.",9.0,24.8343048,74.5694885,62076,Chitrakoot Resorts and Restaurant,Resort,1334.0,Deluxe A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,True,False,False,False,False,False,False,False,False,False
New Delhi,21 kms to Indira Gandhi International Airport 14 kms to New delhi Railway Station 12 kms to India Gate 2 kms to Govindpuri Metro Station,,28.5354385,77.2639313,112610,Sachdeva Paying Guest,Hotel,1778.0,Single Non-A/C Rooms,Not Verified,100,< 6 hours,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False
New Delhi,,,28.646114299999997,77.2118835,101670,Hotel Rangoli Dx Guest House,House,667.0,Standard Double,Not Verified,100,< 6 hours,2.0,2.0,False,False,False,False,False,False,False,False,False,False,False
New Delhi,,,28.572589899999997,77.2298203,106396,Olive Service Apartment Defence Colony A- 449A,Apartment,5067.0,1BHK,Verified,100,< 6 hours,2.0,2.0,False,False,False,False,False,False,False,False,False,False,False
Chittorgarh,Good property in good location and nice good room with all the basic facilities.,6.0,24.869502999999998,74.6129608,112948,Dhadheech Homestay,Homestay,567.0,Standard Room,Not Verified,100,< 6 hours,2.0,1.0,False,False,False,False,False,False,False,True,False,False,False
Chittorgarh,"What should you know? Hotel Meera is a palatial building built in colonial style. The hotel has a contemporary and exquisite interior, rich decor, and beautiful landscaping. There are 42 rooms in the hotel, divided into five 5 categories as special jharoka, jharoka, super deluxe, deluxe, and standard rooms. All rooms have attached bath room. The amenities provided in these rooms include cable tv, telephone safe deposit locker, hot and cold water, and AC. Services provided by the hotel are laundry, car parking, car hire, doctor-on-call, travel desk, conference, and banquet facilities, horse riding, park, bar and lounge, restaurant, and room service. The hotel is very close to Chittorgarh Railway Station and 95 km from Maharana Pratap AirportWhy should you stay here? Hotel Meera offers a comfortable and luxurious stay for both business as well as leisure travellers.",16.0,24.8716908,74.6231613,66,Hotel Meera,Hotel,986.0,Standard Non A/C,Not Verified,100,39 minutes,2.0,2.0,True,True,True,True,True,False,True,False,False,True,False
Thiruvananthapuram,"What should you know? Over The Hill is a holiday home with comfortable rooms and personalized services. The rooms are comfortable, with attached bathrooms with hot and cold water throughout the day. The rooms come with television, mineral drinking water bottles, tea/coffee maker, minibar, and refrigerator. The hotel offers delicious Kerala cuisine and also international cuisines. It has a swimming pool, kids play area, laundry service, doctor-on-call, and travel desk. It also has business and conference facilities. This hotel has a beautiful setting and provides lovely views of the surrounding regions as it is located on a hill.Why should you stay here? Over The Hill is located on a hillock and is quite close to Poovar Beach. It provides fine accommodation and services to guests.",6.0,8.320466999999999,77.0724792,56850,Over The Hill,Hotel,4033.0,Garden View Double,Not Verified,100,< 6 hours,2.0,2.0,False,False,False,False,True,False,False,False,False,False,False
New Delhi,Located just a stroll away from the India Gate in New Delhi is the hotel Hira Palace. It has 10 rooms spread across 2 floors which are maintained with standard which matches style and elegance.,,28.532186499999998,77.297348,111030,Hira Palace,Hotel,1417.0,standard double room,Not Verified,100,< 6 hours,2.0,0.0,True,False,False,True,False,False,False,False,False,False,False
Noida,"What should you know? JYIC Divine Retreat is an affordable accommodation facility. Some of the services provided here include fitness centre with gym/workout room, free breakfast, free wifi, free parking, car hire, 24-hour front desk, spa and wellness centre, games room, currency exchange, tour desk, barbeque arrangement, concierge, laundry, kitchenette, safety deposit box, business centre, room service, shuttle bus service, and wheelchair access. The hotel houses 17 rooms which are laced with amenities such as TV and in-room dining.Why should you stay here? JYIC Divine Retreat has proximity to Indias first international F1 circuit at Buddh International Circuit.",4.0,28.4792385,77.48453520000001,24605,JYIC Divine Retreat,Hotel,3812.0,Deluxe AC Double,Not Verified,100,< 6 hours,2.0,2.0,False,False,True,True,True,False,False,False,False,False,False
New Delhi,"Royal Mirage, the star budget hotel located in the capital city of India is home to some of the most outstanding amenities at the disposal of its esteemed customers. Poised to be among the prominent hotels in the city, it swears to be a real head turner.Royal Mirage is host to all those quality facilities that you would expect from a relishing 3-star hotel. These may include but not limited to internet & telephone connectivity, on time housekeeping service, all the luxurious items in room and bathroom and so on.Royal Mirage in itself is an accomplished hotel, well encrusted with all the affluent facilities that a three star hotel must possess. In addition, the hotel is all set to introduce its new services in the form of a vivacious Discotheque and the much awaited Hokka bar in the forthcoming times.",10.0,28.684494,77.1241302,19317,Hotel Royal Mirage,Hotel,3425.0,Deluxe A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,True,True,True,True,True,False,False,False,False,False
Thiruvananthapuram,"What should you know? Poovar Island Resort is surrounded by the serene backwaters of Kerala. It has the beautiful Arabian Sea on the East and the Ghats on the West. The 78 rooms in the resort are categorised into land cottages and floating cottages. The latter are beautifully designed cottages floating on water and equipped with all the modern amenities. Some of these are colour televisions, wind-powered air conditioners, direct-dial telephones, and well-stocked minibars. The land cottages are spacious and quite comfortable. The amenities found in these cottages are common with floating cottages.Why should you stay here? The beautiful scenery all around the property is breathtaking.",3.0,8.3151159,77.07046509999999,13604,Poovar Island Resort,Resort,8832.0,Land Cottages,Not Verified,100,< 6 hours,2.0,2.0,False,False,False,True,True,False,True,False,False,True,False
Noida,"What should you know? This is the Greater Noida Hotel Formule One branch of Rest Assured hotels by Accor. It consists of 137 spacious rooms, equipped with wi-fi, front desk, 24x7 room service, gaming station, car parking, and an elevator for your convenience. There is an out-sourced multi-cuisine restaurant that caters to your taste buds. The hotel is situated at all the primary business areas in the city, such as India Expo Centre, and business corporate houses of LG and Ericsson. Akshardham Temple and Buddh International Circuit are some of the tourist attractions considerably nearby. The hotel is around 60 km away from Indira Gandhi International Airport, and Hazrat Nizamuddin Railway Station is approximately 45 km away.Why should you stay here? Hotel Formula One ensures your comfort, and is ideal for both business and leisure alike.",8.0,28.491695399999998,77.48959350000001,28109,Hotel Formule One,Hotel,3332.0,Double A/C Rooms,Not Verified,100,< 6 hours,2.0,2.0,True,False,True,True,True,True,False,False,False,False,False
New Delhi,good property,,28.560588800000005,77.19812009999998,109742,Devyani Lodge,Lodge,3556.0,Double A/C Rooms,Not Verified,100,< 6 hours,2.0,0.0,True,False,False,True,False,False,False,True,False,False,False
Chittorgarh,,4.0,24.8761234,74.6217041,56672,Hotel Ruchika,Hotel,898.0,Economic Non A/c Double,Not Verified,100,< 6 hours,2.0,2.0,True,True,True,False,True,False,True,False,False,False,False
Chittorgarh,Its a three floors building,4.0,24.875101100000002,74.6180801,112826,Anand Apartment,Apartment,378.0,Standard Romm,Not Verified,100,< 6 hours,2.0,1.0,False,True,False,True,False,False,False,True,False,False,False
Tonk,,,26.1622391,75.80121609999999,83954,Hotel Sheetal Resort & Midway,Resort,1600.0,Deluxe A/c Single,Not Verified,100,< 6 hours,1.0,2.0,True,False,True,False,False,True,False,False,True,False,False
