,description,city,image_count,room_price,adult_occupancy,child_occupancy,property_id,num_amenities,zones,descr_len,deluxe,num_simhotel,wifi,ac,breakfast,service_value,acceptance_rate,response_label,Apartment,Homestay,Hotel,House,Lodge,Resort,Spa,Villa
147,"What should you know? The guesthouse offers 18 rooms, of which 5 are air-conditioned rooms. The facilities offered by the hotel include a multi-cuisine restaurant, room service, valet parking, airport and railway station transfers, internet access, laundry service, doctor-on-call, satellite TV, 24-hour help desk, and an in-room safe. Jodhpur Airport is 5.6 km away and the railway junction is 2.9 km away from the stay.Why should you stay here? The stay option offers budget accommodation that is suitable for business, leisure, and family travellers.",Jodhpur,,850.0,2.0,2.0,55002.0,2.0,3.0,84.0,0.0,11.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148,"What should you know? Situated in the centre of the city, Hotel Akshay is a budget class hotel. The hotel is located 1 km from Jodhpur Railway Station and 3 km from Jodhpur Airport. There are 25 well-maintained rooms in the hotel equipped with laundry and satellite television services. Doctor on call, folk dance, internet facility, safe deposits, and postal services are also offered by the hotel. The roof-top restaurant provides both continental and traditional Rajasthani dishes. On special request, camp-fires are also arranged by the hotel. Conference hall and garden facilities are also available for parties and conferences. The hotel provides special services like deer safari and village safari on special requests. Why should you stay here? This hotel provides many recreational activities apart from being in close proximity to the railway station and airport, thereby making it extremely convenient for its guests to commute to other parts of the city.",Jodhpur,9.0,934.0,2.0,2.0,18564.0,5.0,3.0,152.0,0.0,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
149,"What should you know? Hotel Prakash Regency, situated in close proximity to the Jhansi bus stand and railway station, offers comfortable accommodation for guests in its spacious and elegantly designed guestrooms. It offers various amenities such as airport and railway station transfers, doctor- on-call, internet access, travel guide service, medical assistance, laundry, travel desk, and car parking area. Guests can chill out at the swimming pool, grab some drinks at the in-house bar, and relish a variety of delicacies at the multi-cuisine restaurant. The hotel also provides banquet facilities, a spacious dining hall and conference hall, and a multi-purpose hall.Why should you stay here? Hotel Prakash Regency is easily accessible from both the bus stand and railway station, thus making it comfortable for guests to commute across the city.",Jhansi,41.0,1512.0,2.0,2.0,30781.0,7.0,0.0,129.0,0.0,2.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
150,"What should you know? This property is a luxurious hotel in the city that comes with world class facilities and comfortable rooms. The rooms are categorised as Standard, Deluxe, and Suite rooms. Some of the commonly found amenities in each room include Wi-Fi access, tea or coffee making machine, attached bath, daily newspaper, and a colour television. Guests can park their private vehicles in the hotel parking lot. Other facilities include a front desk, round-the-clock room service, power backup, and laundry service.Why should you stay here? Chandi Mandir and Gudguda Waterfalls are some of the interesting places that guests at the hotel can explore in Jharsuguda.",Jharsuguda,,3839.0,2.0,2.0,69814.0,2.0,2.0,106.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
151,"What should you know? This hotel has 18 rooms in total spread across 2 floors. The rooms are categorised into AC Deluxe Double, AC Super Deluxe, Park View Suite, AC triple bed, and AC four bed rooms. Some of the amenities available for guests at this place are running hot & cold water, Wi-Fi internet, satellite TV, doctor-on-call, 24-hour room service, travel assistance, complimentary breakfast, and room decoration. It also provides cake for honeymoon couples.Why should you stay here? This property is in proximity to various tourist places like Bahu Fort, which makes it ideal for guests staying here.",Jammu,63.0,778.0,2.0,2.0,61368.0,2.0,3.0,99.0,1.0,10.0,1.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,"What should you know? This property is located on Lane No.2, Sant Market. Here, guests can avail facilities like a front desk, travel counter, luggage storage facility, newspaper, power backup, medical support, and parking facility. It offers rooms that come with basic amenities like air-conditioning, cable television, attached bathroom, wardrobe, and a telephone. Guests staying here may visit nearby eateries for their meals.Why should you stay here? The location of this hotel is convenient for visitors as it is close to Jammu Taxi Stand and approximately 600m from Chand Nagar Bus Station.",Jammu,59.0,889.0,2.0,2.0,62426.0,3.0,3.0,92.0,0.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,,Jind,,389.0,1.0,1.0,61334.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
154,,Digha,12.0,778.0,2.0,2.0,76608.0,4.0,2.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,"What should you know? Mangala Heritage Home is a traditional homestay, situated in the small town of Thirupugalur. This heritage home provides guests with a sitting area, courtyard, swing, and small garden area. For accommodation, this property offers 5 rooms with amenities like air-conditioning, attached bathroom, hot and cold water, and housekeeping. Guests are offered vegetarian food on traditional banana leaves.Why should you stay here? This heritage home is located conveniently for tourists as it is close to attractions like Shri Angneeshwat Temple, Velankanni (Lady of Velankanni Church), brass/bamboo making centres, and Thiruvarur (Sri Thyagaraja Temple ).",Nagapattinam,12.0,3778.0,1.0,2.0,17736.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,"What should you know? Hotel Santosh Raj offers low-budget accommodation in the area. Placed within a short distance from Kanpur Railway Station at just 210m from the hotel. Distance of the hotel from Kanpur airport is 9 km. Accommodation is provided in categories of deluxe rooms, both AC and non-AC. Rooms are equipped with colour television, bathroom with geyser, hot and cold water, telephone, and intercom facilities. Guests can avail other facilities such as railway station/airport transfers, room service, laundry, doctor-on-call, car parking, travel desk, and 24-hour security.Why should you stay here? Hotel Santosh Raj offers an economical and convenient accommodation.",Kanpur,16.0,1147.0,2.0,2.0,46934.0,1.0,0.0,101.0,0.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
157,A budget homestay in main market,Jhansi,16.0,567.0,2.0,1.0,111418.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"What should you know? Hotel Karni Bhawan is a heritage hotel which was once a palace; it has been completely redone to meet the requirements of the guests. Located in a large area amidst greenery, it is one of the most beautiful and royal hotels of Jodhpur. The amenities provided in the air-conditioned rooms include 24-hour hot and cold water supply, refrigerators, laundry, TV sets, and European-style bathrooms. It also offers breakfast buffets, dinners with live music and campfires, poolside dinners during the summers, and safaris. The food is authentic, rich, and fit for royalty.Why should you stay here? The service and the delicious food helps make your stay memorable and comfortable.",Jodhpur,3.0,3253.0,1.0,2.0,11775.0,8.0,3.0,112.0,1.0,11.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,"What should you know? This hotel has 20 rooms in total spread across 3 floors, which are categorised into Deluxe Double. Some of the amenities available for guests at this place are air-conditioning, room service, 24-hour front desk, round-the-clock security, doctor-on-call, and travel desk. Multi-cuisine restaurant, coffee shop, banquet for parties/gathering, and conference hall for meeting are the other facilities available at this place.Why should you stay here? This property is in proximity to various tourist places like Dogra Art Museum, Mubarak Mandi Park, and Bahu Fort, which makes it ideal for guests staying here.",Jammu,3.0,2000.0,1.0,2.0,62130.0,2.0,3.0,95.0,1.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
160,"What should you know? Hotel G K Residency is located on Gokul Street, Kakinada. This hotel is beautifully complemented by its functionality and warm ambience. There are 27 rooms designed with simple interiors equipped with basic amenities like telephone, TV with cable connection, internet access, and attached bathroom. Hotel offers other facilities like banquet hall which is used for various activities including wedding and birthday parties, a conference hall for corporate events, and a travel desk which provides all kinds of tour and travel arrangements. This has an in-house restaurant which serves authentic food of Andhra.Why should you stay here? This is an elegant and affordable hotel to stay in for both business and leisure.",Kakinada,18.0,1093.0,1.0,2.0,28573.0,6.0,1.0,115.0,0.0,5.0,1.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,"What should you know? This hotel has 20 rooms. The rooms are categorised into Deluxe and Super Deluxe rooms. Some of the amenities available in the rooms are air-conditioning, cable TV, sofa unit, room heater, hot & cold running water, geyser in bathroom, shower area, Wi-Fi internet, and telephone. Doctor-on-call, 24-hour security, travel desk, parking, laundry, elevator, and room service are the other facilities available at the hotel. There is an adjoining restaurant where Indian and Chinese dishes are served.Why should you stay here? This property is in proximity to various tourist places like Dogra Art Museum, Zanana Park, Bahu Fort, and Amar Mahal Museum. Guests can explore and visit these places.",Jammu,23.0,1912.0,2.0,2.0,61650.0,3.0,3.0,112.0,1.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,"What should you know? This elegant property is situated amidst four major forts and attractions in the city. The guesthouse consists of 8 large bedrooms with ample accommodation for large groups as well as solo travellers. Each bedroom provides an array of essentials, such as a colour television, telephone, and an attached bathroom. The numerous sights of the city can be explored comfortably with the help of the travel desk. Travel transfers can also be arranged. Village tours, yoga classes, and handicrafts factory tours can e arranged by the facility. A conference hall, laundry service, doctor-on-call, and room service are also provided.Why should you stay here? This guesthouse is a cosy rest stop that is situated close to various business centres and tourist attractions making it ideal for corporate clients as well as leisure travellers.",Jodhpur,3.0,945.0,2.0,2.0,65624.0,1.0,3.0,135.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
163,"What should you know? Hotel Yatrik is situated on Allahabad Bank Road. This property offers facilities like front desk, travel desk, 24-hour security, banquet facility, convention hall, and travel support. This property offers rooms that come with amenities like air-conditioning, room service, same day laundry, wi-fi, a refrigerator, a tea/coffee maker, a cable television, housekeeping, a direct-dial phone, hot water, an almirah, and doctor-on-call services. There is an in-house multi-cuisine restaurant Treat that serves a variety of dishes from around the world.Why should you stay here? This hotel is conveniently located for visitors as it is in the heart of city. From here guests can easily travel and explore the city.",Jhansi,71.0,1475.0,1.0,2.0,30721.0,5.0,0.0,111.0,1.0,3.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,"What should you know? Jodhana Elite lies a hairsbreadth away from the airport. It has well-furnished rooms with air-conditioning, an attached bathroom with hot and cold running water, a mini bar, a tea/coffee maker, an LCD television with cable connection, and an electronic security safe. The hotel offers facilities like travel desk support, doctor-on-call, pick-up/drop from airport/railway station, laundry service, safe deposit, 24-hour room service, wifi internet connection, and also recreational activities like cultural dance and show arrangements. Guests can also enjoy vegetarian and non-vegetarian cuisine along with beverages at the in-house restaurant and bar.Why should you stay here? Jodhana Elite is a boutique hotel that gives you a feel of comfort and luxury.",Jodhpur,10.0,1100.0,1.0,2.0,28543.0,4.0,3.0,114.0,0.0,8.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,"What should you know? Hotel Niky International is a business-class hotel built in the royal Rajasthani style. It comes with 36 well-furnished rooms that feature amenities like air-conditioning, cable TV, direct-dialing facility, large worktables, and spacious bathroom with hot/cold running water. They also provide for Rajasthani folk dances on request. Some other features that distinguishes it from other hotels are its restaurants; one is a multi-cuisine, in-house restaurant named Zayaka, while the other is a rooftop restaurant. This hotel also possess a bar named Blue Lagoon, which provides guests with a range of cocktails and mocktails.Why should you stay here? This hotel is a classic hotel catering to the needs of people according to their budget. It is also close to tourist spots like Umaid Bhawan Palace, Mehrangarh Fort, Jaswant Thada, and Mandore.",Jodhpur,18.0,2778.0,2.0,2.0,28209.0,5.0,3.0,133.0,1.0,14.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166,,Jalandhar,,545.0,2.0,2.0,31019.0,2.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,,Koduma,,100.0,1.0,2.0,47932.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,"Div-darsh homestay is located at Back which is 2km away from Namthang Bazar. Due to its scenic beauty and traditional foods, culture tourists inflow in this homestay is continuous throughout the year.Our homestay consists of two rooms-1. DOUBLE BEDDED ROOM- for couples-Rs. 1500 per night. Breakfast as a compliment.2. ROOM WITHTHREE DOUBLE BED - for a group of friends, Families. 2200 per night.",Namthang,27.0,1417.0,2.0,2.0,114078.0,3.0,2.0,63.0,0.0,4.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"What should you know? The Golden Beach Resort is situated along the shore of Mandarmani beach. The resort can be used for business and family trips. This resort provides facilities like banquet facility, garden area, conference room, business services, local tour/travel support, car parking facility, security, and power backup. For accommodation, this resort offers 17 cottage style rooms. The in-room amenities include room service, color television with satellite channels, attached bathroom, hot and cold water, mini fridge, laundry service, and a doctor-on-call. For dining they provide an in-house multi-cuisine restaurant that serves and Indian and Bengali cuisines.Why should you stay here? This resort is located along the beach overlooking the sea. Guest can rejuvenate by taking beach walks, and also visit the in-and-around areas.",Mandarmani,3.0,1200.0,2.0,2.0,45124.0,1.0,2.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,,Jodhpur,,1445.0,2.0,2.0,75802.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
171,,Jalpaiguri,,445.0,1.0,1.0,61760.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172,"What should you know? The hotel is an economical option situated at Talab Khatikan, Jammu. It features 13 well-maintained rooms that come with essential modern amenities. Some of the the onsite facilities the hotel offers to guests are a front desk, travel desk, dining, and room service. While staying here, guests can visit popular destinations in and around Jammu namely, Bahu Fort, Raghunath Mandir, Shiv Khori, Bagh-e-bahu, Mansar Lake, Vaishno Devi, and Amar Mahal Museum. General Bus Stand, Jammu Tawi Railway Station, and Jammu Airport are the major transit nodes used to access the hotel.Why should you stay here? The hotel offers an ideal blend of convenience and efficiency to guests, which makes it popular choice among business as well as leisure travellers.",Jammu,,556.0,2.0,2.0,66508.0,1.0,3.0,123.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,"What should you know? It offers 23 well-appointed rooms with amenities like air-conditioner, television, laundry service, internet facility, and telephone. The hotel provides complimentary Wi-Fi access anywhere within the premises. There is a roof-top restaurant that serves gourmet dishes to guests. The hotel also arranges for safari trips that include activities like sleepover, supper, sunrise, and camel trips to the desert. It offers business facilities like a convention centre, conference room, and banquet facilities. Other hotel amenities include airport transfer, 24-hour help desk/concierge, and railway station transfer. The hotel accepts debit and credit cards for payment.Why should you stay here? It offers personalized services for business as well as leisure guests.",Jodhpur,,700.0,2.0,2.0,56466.0,2.0,3.0,111.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174,"What should you know? This four star hotel is classy and stylish in terms of ambience and decor. The staff and this hotel is multi-lingual. It has a fine dining restaurant and a bar that serves cocktails, mocktails, and other liquor. The hotel also has a 24 hour in-room dining facility. Guests can enjoy amenities like wifi, valet parking, front desk, swimming pool, beauty parlour, health club, spa, and health club. The hotel has two halls, one poolside area for small parties, and a well equipped business centre for business travellers. The hotel is only 2.3 km away from railway station and 2.6 km away from nearest airport.Why should you stay here? Hotel Shree Ram International is located in a well connected area close to the railway station and airport, making it a good choice of accommodation in Jaipur.",Jodhpur,9.0,3612.0,1.0,2.0,1388.0,1.0,3.0,139.0,1.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
175,"What should you know? Centrally located, Hotel Taru Inn is situated only 1 km from Jodhpur Railway Station, and 3 km from the airport. The hotel offers 18 rooms that have been designed to give a contemporary feel and are equipped with all basic amenities. The rooms are fitted with satellite television, telephone, working desk, and mini refrigerator to provide for a comfortable stay. The hotel also houses a multi-cuisine restaurant that serves north Indian, south Indian, Chinese, Rajasthani, and continental dishes. Other services offered by the hotel include banquet/conference facility, airport/railway station transfer, car rental, currency exchange, safety lockers, doctor-on-call, and laundry.Why should you stay here? It is a well-appointed centrally located budget hotel with all basic amenities.",Jodhpur,24.0,1572.0,1.0,2.0,53208.0,2.0,3.0,119.0,1.0,15.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
176,"What should you know? Built in 1930, the hotel has a long, rich history of tradition and culture which is still going strong. The structure is a blend of tradition and modern day luxury. The hotel offers wonderful accommodation in its Deluxe and Super Deluxe rooms, which are well appointed and equipped with facilities like a private bathroom, colour television, telephone, and internet service. The hotel offers a host of facilities like housekeeping, parking, and dry cleaning. The hotel also houses a restaurant and a business centre. Guests are provided front desk assistance, daily newspapers, and wake-up calls. The nearest bus stand is 200m from the hotel while the railway station is 73m from the property.Why should you stay here? The hotel offers a complete Rajasthani experience while providing guests with modern luxuries and good services.",Jodhpur,0.0,1668.0,1.0,1.0,54748.0,5.0,3.0,136.0,0.0,12.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,"What should you know? The hotel offers 6 deluxe rooms. Facilities inside the rooms include air-conditioner, television, DVD/CD player, safe, desk, and wireless internet access. Other facilities include a restaurant, round-the-clock room service, kitchenette, airport transfers, laundry service, bicycle rentals, tour desk, car parking, and internet access. The famous Umaid Bhawan Palace is very close to the hotel.Why should you stay here? The city centre is not far from the accommodation and the hotels central location provides easy access to various important parts of the city.",Jodhpur,,1067.0,2.0,2.0,63926.0,2.0,3.0,86.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,"What should you know? The Reserve Gorumara is an affordable accommodation facility. Some of the services provided here include free parking, airport transportation, conference facility, business centre with internet access, bicycle rental, free breakfast, wheelchair access, doctor-on-call, car rental, 24-hour power backup, banquet room, 24-hour front desk, barbeque facilities, concierge, free wifi, and an area for kids activities. The hotel houses 23 rooms which include amenities such as TV and room service. It is located 75.4 km from Bagdogra Airport, 2.9 km from Lataguri Railway Station, and 58.4 km from NBSTC Falakata Bus Depot.Why should you stay here? The Reserve Gorumara is close to points of interest such as Dhantala Market and Appu Valley Tea Estate.",Jalpaiguri,8.0,2595.0,2.0,2.0,50574.0,6.0,2.0,116.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179,,Kanpur,31.0,534.0,1.0,1.0,28727.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,"What should you know? About 3 km from Kakinada Railway Station stands the towering Khubsoorat Inn Lodge. The hotel offers well-appointed, comfortable rooms that are fixed with comfortable amenities such as AC, cable television, intercom, and seating area. Attached bathroom is equipped with shower panel and geyser to ensure 24-hour running hot water. Common conveniences included are Wi-fi, a doctor-on-call, laundry service, room service, taxi service, travel desk, car parking, and airport/railway station transfers.Why should you stay here? Khubsoorat Inn Lodge is a budget hotel and is close to various transportation hubs. Thus, it is ideal for both business and leisure travellers.",Kakinada,7.0,1568.0,1.0,1.0,46558.0,6.0,1.0,102.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,,Jodhpur,6.0,1530.0,1.0,2.0,85560.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,,Katra,0.0,778.0,2.0,2.0,73274.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,,Jodhpur,6.0,1530.0,1.0,2.0,85540.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,"What should you know? The hotel is located below Gummat at Jammu. It offers rooms in different categories like Double room single occupancy, Double room, and Family-suite. The rooms offer facilities like satellite TV/cable TV connection, hot/cold water, geyser in bathroom, bath tub, telephone with intercom and direct dialing facility, safety-deposit box, room heater, air conditioning, daily newspaper, and bathroom toiletries. It has a fine air-conditioned in-house fast food centre that serves delectable vegetarian dishes. It provides conferencing facilities, and banqueting facilities for business as well as leisure guests.Why should you stay here? The facility is conveniently situated within 5 minutes of walking distance from the famous Raghunath Ji Temple. Other tourist places at close proximity are Bahu Fort, Amar Singh Place, Bagh-E-Bahu, and Aquarium.",Jammu,23.0,1880.0,1.0,2.0,66488.0,2.0,3.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185,Property is in Civil lines,Jhansi,20.0,567.0,2.0,1.0,111424.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,"What should you know? Jodhpur Beds And Breakfast is located in Jodhpur. It is a relaxing and low budget hotel. It offers amenities like free WiFi, 24-hour front desk, a shared lounge, air conditioning, tile/marble flooring, luggage storage, dry cleaning, and free parking for the patrons. The hotel is 6 km from Jodhpur Airport, 1.5 km from Jodhpur Railway Station, and 1.7 km from Jodhpur Bus Stand.Why should you stay here? The hotel is 2.4 km from Mehrangarh Fort and 3.2 km from Jaswant Thada, both of the forts are rich in architecture in Jodhpur.",Jodhpur,12.0,524.0,1.0,2.0,43226.0,2.0,3.0,95.0,0.0,5.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,"What should you know? This hotel is around 3 km from the bus stand and very close to the railway station. There are as many as 15 rooms in the hotel classified into AC and non-AC rooms. These rooms are well-furnished and replete with all basic as well as modern amenities, such as a television with premium channels and an attached bathroom with hot and cold running water. There are separate television and smoking rooms. Other facilities that the hotel provide are a front desk, medical services, room service, laundry service, luggage storage, and newspaper. The multilingual staff is very helpful and efficient.Why should you stay here? Guests can visit tourist destinations like Ranbireshwar Temple, bagh-e-bahu, Mahamaya Temple, Dogra Art Museum, and Surinsar Lake from the hotel.",Jammu,26.0,750.0,2.0,2.0,72612.0,2.0,3.0,127.0,0.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,,Digha,19.0,445.0,2.0,2.0,75544.0,2.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,"Pleated with whopping mountains, scenic views of the tea estates, blooming orchids, and the dense forest elucidate Takdah. If youre looking for living space which offers the vista of lush green everywhere and breezy air draping you all over then Glenmarie homestay will be the right pick. Our homestay is shielded by vast tea garden and Cinchona plantation. We offer en-suite Non-AC rooms with essential amenities. This spectacular tourist destination has several spots around like Baramangwa, Chotamangwa, Tinchuley, Rangli Rangilot, Takdah Monastery, and you can also go for walking trails through the coniferous forests. De-stress and de-clutter your soul and celebrate the trails of your expedition.",Kalimpong,4.0,1584.0,1.0,2.0,67380.0,1.0,2.0,106.0,0.0,10.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,"What should you know? The hotel offers several facilities like room service, laundry service, dry cleaning, travel desk, power back-up, doctor-on-call, and tour assistance. The hotel provides well-maintained, well-furnished, and spacious rooms. Guests can avail services like safe deposit facilities, tours, and room service. The hotel is located relatively close to the airport, the bus stand, and Govindpuri Railway Station. Why should you stay here? The hotel is conveniently located in the heart of Kanpur. It enjoys easy access to Green Park Stadium, Nana Rao Park, and Kanpur Memorial Church.",Kanpur,26.0,767.0,2.0,2.0,23591.0,2.0,0.0,90.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,"What should you know? The Indra Inn aims to provide a comfortable and refreshing stay for all its visitors. The property is at a distance of about 2 km from the Jodhpur Airport and at a similar distance from the railway station. There are 13 rooms in this hotel, categorised as Standard, Deluxe, and Economy rooms. Some of the in-room amenities found in each room include colour television with cable connection, air-conditioner, attached bathrooms, Wi-Fi access, and telephone. The hotel facilities include a travel desk, railway station and airport transfers, medical assistance, laundry service, and taxi service.Why should you stay here? Guests can visit various tourist attractions of Jodhpur, which are in close proximity to the hotel.",Jodhpur,,1474.0,2.0,2.0,52290.0,2.0,3.0,117.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192,"What should you know? Equipped with spacious rooms, this hotel offers a stylish and comfortable accommodation. It is a perfect place for a calm and peaceful stay. Located 1 km from Jammu Railway Station, 4 km from Jammu Airport, and 3 km from Jammu Bus Stand, this stay option is easily accessible from various modes of transportation. This accommodation offers fully furnished, air-conditioned rooms, helping you to stay at ease. It also offers 24-hour room service, restaurant facility, doctor-on-call, and 24-hour laundry service.Why should you stay here? Located in proximity to major tourist spots like Mata Vaishnodevi, or Baba Amarnath, this hotel is a perfect place for a delightful stay.",Jammu,68.0,2126.0,2.0,2.0,61656.0,2.0,3.0,110.0,1.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
193,"What should you know? Hotel Sonar Bangla offers a quiet and relaxing stay to its guests. It has amenities like common TV room, travel desk, furniture, wooden flooring, and attached washrooms for the patrons. It offers a scrumptious multi-cuisine menu with delectable food for its guests convenience. It is approximately 108 km from Bagdogra Airport, 105 km from New Jalpaguri Railway Station, and 31 km from Kalimpong Bus Station.Why should you stay here? The guests can visit places like Neora Valley National Park, Kanchanjunga, and Kalimpong, which are easily accessible from here.",Kalimpong,6.0,1200.0,2.0,2.0,34734.0,0.0,2.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194,,Jodhpur,,223.0,1.0,1.0,67486.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195,"What should you know? Hotel Taj Regency is located 2.3 km from Kapurthala Railway Station, 78 km from Sri Guru Ram Dass Jee International Airport, and less than 0.5 km from Kapurthala Bus Stand. The hotel houses spacious and well-maintained rooms, which come with facilities like TV, attached bathroom, and internet access.Why should you stay here? Hotel Taj Regency lies close to major bus stands and railway station, and also shares proximity to points of interest like Radha Krishna Temple, Shalimar Bagh, and Mand Gurdwara, which makes it a convenient choice for business as well leisure travellers.",Kapurthala,,1344.0,2.0,2.0,28807.0,1.0,3.0,97.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
